Restaurant,Cuisine,Rating,PriceRange,Value,Tried,Thoughts,Would I Return,Website,Phone,address,neighborhood,Location,Latitude,Longitude
"Saigon Vietnamese Sandwich Deli",Vietnamese,3,$,pricey,"house special banh mi (pork, pate, etc)","not bad, but i prefer banh mi saigon.  too much mayonaisse, they put hot sauce when I requested non spicy",unlikely,http://www.vietnamese-sandwich.com,(212) 219-8341,369 Broome St,Nolita,New York,40.72007,-73.99588
Ilili Box,mediterranean,3,$$,expensive,ilili's takeout spot--got duck schwarma and brussel sprouts,"duck schwarma flavor changed, brussel sprouts were good but loaded with sauce",unlikely,http://ililibox.com/,(646) 771-4090,999 Broadway,Flatiron,New York,40.74251,-73.989036
Ilili Box,mediterranean,3,$$,expensive,ilili's takeout spot--got duck schwarma and brussel sprouts,"duck schwarma flavor changed, brussel sprouts were good but loaded with sauce",unlikely,http://ililibox.com/,(646) 771-4090,999 Broadway,Flatiron,New York,40.74251,-73.989036
B&G Oysters,seafood,3,$$$,expensive,squid ink pasta w/sauteed squid,too bitter to my liking.  not even a fan,probly not,http://www.bandgoysters.com,(617) 423-0550,550 Tremont St,South End,Boston,42.343912,-71.071314
Hahm Ji Bach,korean,3,$$$,not cheap,"H-7 (seafood casserole), japchae, beef bbq special","casserole was good -- good flavoring, lots of seafood, good portion for a large ($37), wish there were more noodles; japchae was good but tiny portion for $16; bbq seemed to be not much beef for $60...so many banchan (fried tofu squares were best), red rice was good but no beans in it",if i'm in the area,http://www.hahmjibach.com,(718) 460-9289,4108 149th Pl,Murry Hill,Flushing,40.762158,-73.814715
Tacos El Ojo de Agua,taco truck,3,$,pretty good,chorizo and egg breakfast burrito,"big, but not v. thick.  pretty good but i wish there were more egg.  v. filling","unlikely, but I would in a non-death scenario", , ,2025 Newcomb Ave,Silver Terrace,San Francisco,37.73971,-122.398171
El Athens Grill,mexican,3,$,pretty good,chorizo-steak combo tacos,meat was overcooked and tacos were bit bland,probly not, ,(718) 777-5366,3011 30th Ave,Long Island City,Astoria,40.767292,-73.921807
The Vanderbilt,American (New),3,$$,average,"smoked trout caesar, corned beef hash, beignets","all good, nothing special","unlikely, but I would in a non-death scenario",http://www.thevanderbiltnyc.com,(718) 623-0570,570 Vanderbilt Ave,Prospect Hights,Brooklyn,40.679598,-73.968409
Hahm Ji Bach,korean,3,$$$,not cheap,"H-7 (seafood casserole), japchae, beef bbq special","casserole was good -- good flavoring, lots of seafood, good portion for a large ($37), wish there were more noodles; japchae was good but tiny portion for $16; bbq seemed to be not much beef for $60...so many banchan (fried tofu squares were best), red rice was good but no beans in it",unlikely,http://hahmjibach.com/,(718) 460-9289,4011 149th Pl,Murry Hill,Flushing,40.762322,-73.814783
Le Bremner,seafood,3,$$$$$,pricey.  small portions,"apps: kimchi crab, scallops; hake and clams, walleye, mussels","loved the outdoor seating and the free rosemary breadsticks.  apps disappointing, entrees all very good, but nothing else was spectacular.  walleye was v. good, liked mussel broth. ",probly not,http://crownsalts.com/lebremner/,(514) 544-0446,361 rue Saint-Paul Est,Old Montreal,Montreal,45.509411,-73.551707
The Milk Bar,sandwiches,3,$,fair,christmas in july (thanksgiving sandwich) and satay chicken salad,"good sandwich, but i think my expectations were too high/really disappointed it was deli turkey and not hot roast turkey lol.  salad wasn't bad but nothing special",unlikely,http://milkbar.prytaniabar.com,(504) 891-9361,1514 Delachaise St,East Bank,New Orleans,29.926762,-90.092188
The Milk Bar,sandwiches,3,$,fair,christmas in july (thanksgiving sandwich) and satay chicken salad,"good sandwich, but i think my expectations were too high/really disappointed it was deli turkey and not hot roast turkey lol.  salad wasn't bad but nothing special",unlikely, ,(504) 891-9361,3445 Prytania St,Touro,New Orleans,29.926795,-90.092269
Burger Joint,burgers,3,$$,pricey,"cheeseburger w/onions, pickles, lettuce, tomato",pretty good--had a nice char.  wish there were more cheese,unlikely,http://www.parkermeridien.com/eat4.php,(212) 708-7414,119 W 56th St,West Side,New York,40.764136,-73.978457
Burger Joint,burgers,3,$$,pricey,"cheeseburger w/onions, pickles, lettuce, tomato",pretty good--had a nice char.  wish there were more cheese,unlikely,http://www.burgerjointny.com,(212) 432-1400,33 W 8th St,West Village,New York,40.733096,-73.997963
Mermaid Oyster Bar,seafood/bar,3,$$$,ripoff,"gouda mac & cheese, fish taco, chicken lollipops (aka buffalo chicken wings), waffle fries, side of kale",came for happy hour...didnt pay for anything thank god. happy hour prices = happy hour sizes.  nothing memorable other than the side of 6 sticks of asparagus with a sprinkle of cheese for $7,probly not,http://www.themermaidnyc.com,(212) 260-0100,79 MacDougal St,West Village,New York,40.728816,-74.001681
Blue Smoke,BBQ,3,$$$,pricey,"pulled pork bbq sandwich, fries","average compared to NC, below average given the price",probly not,http://www.bluesmoke.com,(212) 447-7733,116 E 27th St,Midtown,New York,40.742264,-73.98383
Blue Smoke,BBQ,3,$$$,pricey,"pulled pork bbq sandwich, fries","average compared to NC, below average given the price",probly not,http://www.bluesmoke.com,(718) 507-6387,123 Roosevelt Ave,Willets Point,New York,40.755683,-73.846045
Blue Smoke,BBQ,3,$$$,pricey,"pulled pork bbq sandwich, fries","average compared to NC, below average given the price",probly not,http://www.bluesmoke.com/,(212) 889-2005,255 Vesey St,Tribeca,New York,40.714597,-74.015605
Momofuku Noodle Bar,Ramen,3,$$,pricey,ginger scallion noodles,"ehh.  it was good, but no broth made it seem like i could have made it myself if i had the noodles",probly not,http://www.momofuku.com,(212) 777-7773,171 1st Ave,Lower East Side,New York,40.729129,-73.98436
Teavana,tea ,3,$$,pricey,"pineapple and blueberry (replaced by peach) tea, hoisin pork rice bowl",16 oz tea had 3 sips to it.  rice bowl was good but small,probly not,http://www.teavana.com/,(212) 831-5738,1291 Lexington Ave,Carnegie Hills,New York,40.779928,-73.955142
Teavana,tea ,3,$$,pricey,"pineapple and blueberry (replaced by peach) tea, hoisin pork rice bowl",16 oz tea had 3 sips to it.  rice bowl was good but small,probly not,http://www.teavana.com/,(212) 799-0724,2261 Broadway,Upper West Side,New York,40.785114,-73.979046
Chinatown Ice Cream Factory,ice cream,3,$,little pricey,red bean,ice cream didn't taste creamy enough,probly not,http://www.chinatownicecreamfactory.com,(212) 608-4170,65 Bayard St,Chinatown,New York,40.715418,-73.998277
Far East Taco Grille,asian fusion (korean tacos),3,$,average,"steak burrito, bahn mi style",not bad but nothing close to being memorable.  sishener really liked it,unlikely,http://www.fareasttacogrille.com/,(202) 601-4346,409 15th St NE,Isherwood,Washington,38.895212,-76.983496
Far East Taco Grille,asian fusion (korean tacos),3,$,average,"steak burrito, bahn mi style",not bad but nothing close to being memorable.  sishener really liked it,unlikely, ,(202) 723-2787,6415 Chillum Pl NW,Lamond Riggs,Washington,38.967844,-77.012143
Far East Taco Grille,asian fusion (korean tacos),3,$,average,"steak burrito, bahn mi style",not bad but nothing close to being memorable.  sishener really liked it,unlikely,http://www.fareasttacogrille.com/,(202) 601-4346,409 15th St NE,Isherwood,Washington,38.895212,-76.983496
Far East Taco Grille,asian fusion (korean tacos),3,$,average,"steak burrito, bahn mi style",not bad but nothing close to being memorable.  sishener really liked it,unlikely, ,(202) 723-2787,6415 Chillum Pl NW,Lamond Riggs,Washington,38.967844,-77.012143
SUNdeVICH,sandwiches,3,$$,expensive,"SEOUL sandwich (bulgogi beef, kimchi, asian slaw, greens, garlic mayo + fried egg)","bread was soggy and chewy (10 inch sub), bulgolgi was perfectly seasoned and cooked, couldn't taste the egg",probably not,http://sundevich.com,(202) 319-1086,1314 9th St NW,Shaw,Washington,38.90778,-77.024143
Cafe Blossom,vegan/veg,4,$$$,"app was pricey, but i had a groupon",mushroom scallop and seitan marsala,"seitan marsala was pretty good--tasted like chicken.  app was also good, but pricey","unlikely, but i didn't dislike the place",http://www.blossomnyc.com,(212) 627-1144,187 9th Ave,Chelsea,New York,40.745491,-74.002271
Forcella,pizza,4,$$,average,"montanara (fried pizza), and san gregorio (pesto-tomato sauce pizza)","montanara crust/dough was v. good--lightly fried, didn't feel heavy.  san gregorio was only pretty good b/c loaded w/cheese.  tomato/pesto mix not very noticeable.  thought tomato sauce was too acidic","maybe, but unlikely",http://www.forcellaeatery.com,(212) 448-1116,377 Park Ave S,Rose Hill,New York,40.742454,-73.984775
Cafe Blossom,vegan/veg,4,$$$,"app was pricey, but i had a groupon",mushroom scallop and seitan marsala,"seitan marsala was pretty good--tasted like chicken.  app was also good, but pricey","unlikely, but i didn't dislike the place",http://blossomnyc.com/cafecarmine.php,(646) 438-9939,41 Carmine St,Midtown,New York,40.73009,-74.00363
Celeste,Italian,4,$$,"pretty good, but only because other italian restaurants are all overpriced",some tagiatelle -- Egg noodles with shrimp,"wanted to love it since I came with molly, but it was only not bad.  not a big fan of pasta anyways","maybe, but unlikely",http://www.celestenewyork.com,(212) 874-4559,502 Amsterdam Ave,West Side,New York,40.786624,-73.975932
Bill's Bar & Burger,american,5,$$,-,"turkey burger, fish tacos; mini corndogs","good, but nothing special",wouldn't be against it,http://www.billsbarandburger.com,(212) 894-3800,85 West St,Financial District,New York,40.709642,-74.01469
Bill's Bar & Burger,american,5,$$,-,"turkey burger, fish tacos; mini corndogs","good, but nothing special",wouldn't be against it,http://www.billsbarandburger.com/,(212) 414-3003,22 9th Ave,Downtown,New York,40.740283,-74.005666
Bill's Bar & Burger,american,5,$$,-,"turkey burger, fish tacos; mini corndogs","good, but nothing special",wouldn't be against it,http://www.billsbarandburger.com/,(212) 705-8510,16 W 51st St,Midtown West,New York,40.759372,-73.977708
Bill's Bar & Burger,american,5,$$,-,"turkey burger, fish tacos; mini corndogs","good, but nothing special",wouldn't be against it,http://www.billsbarandburger.com,(212) 705-8510,45 Rockefeller Plz,Theatre District,New York,40.759283,-73.977598
Carmine's,Italian,5,$$$,huge portions,"calamari stew, seafood pasta, seabass special, mozz on tomato, meatball side, bolognese, steak, ","calamari stew was good, seafood pasta meh, seabass was amazing, mozz was not bad, meatball was not bad, bolognese was good, steak was ok (potatoes good)",wouldn't be against it,http://www.rosebudrestaurants.com,(312) 988-7676,1043 N Rush St,Canal Trustees,Chicago,41.901968,-87.628023
Chola,indian,5,$$,little pricey,"lunch buffet -- saag paneer, chicken tikka masala, goat curry, lamb biriyani, some chicken w/mushrooms, eggplant, veggie dish, some chickpea and onions w/a doughy disk","paneer was disappointing, tikka masala was really good, veggies were pretty good, liked the goat curry and lamb biriyani, and the random chickpea and onion thing they gave",wouldn't be against it,http://www.fineindiandining.com,(212) 688-4619,232 E 58th St, ,New York,40.760282,-73.965847
Zocalo,mexican,5,$$,fair,"chicken torta and yucca fries; chicken tacos and pozole, enchiladas","tinga torta was pretty good and yucca fries were amazing.  tacos were pretty solid, pozole was bigger than i thought--soup base was thick.  enchiladas were pretty good",maybe,http://www.zocalobackbay.com,(617) 456-7849,35 Stanhope St, ,Boston,42.348372,-71.073199
Xoco,Mexican,5,$$,pricey,"tortas: short rib, steak, mushroom, baja chicken; churros, seafood caldo, chicken pozole caldo; limonada",add sparkling water to the limonada!!; tortas were disappointing...maybe expectations were too high but it felt skimpy on the stuffings,only for the lemonade,http://www.rickbayless.com/restaurants/xoco/, ,1471 N Milwaukee Ave,Wicker Park,Chicago,41.908771,-87.674481
Cochon,cajun/creole,5,$$$,"expensive for the south, NYC average","charbroiled oysters, rabbit and dumplings, bread pudding, boudin","boudin (fried pork balls) bit bland; rabbit and dumplings was very good, loved the ""dumplings""; bread pudding was heavy; sorbet on top was great; loved the oysters",maybe,http://www.cochonbutcher.com/,(504) 588-7675,930 Tchoupitoulas St, ,New Orleans,29.942312,-90.067349
Angelo's Pizza,pizza,5,$$,overpriced,"mushroom pizza, margharita pizza, pepperoni pizza","v. good but nothing special.  i do love the dough, sauce, and the fresh mozz","unlikely, but wouldn't be against it",http://www.angelospizzany.com,(212) 333-4333,117 W 57th St,Hell's Kitchen,New York,40.764815,-73.977949
Bengal Tiger,indian,5,$,average,chicken curry and saag paneer,"saag paneer had chunks of spinach instead of creamed, little spicy.  pretty good but a bit watery",maybe,http://www.bengaltigerindianfood.com,(212) 265-2703,58 W 56th St,Theatre District,New York,40.763199,-73.977132
Jerry Remy's Sports Bar & Grill,sports bar,5,$$,fair,"lobster roll, green beans side","lobster roll was awesome, green beans sucked",maybe,http://www.jerryremysseaport.com,(617) 856-7369,250 Northern Ave,West Broadway,Boston,42.348867,-71.038484
Venable Bistro,american new,5,$$$,expensive,"korean bbq, veg tamale, apple pie","tamale and korean bbq were good but nothing special, apple pie was fantastic though.  nice atmosphere",maybe,http://www.venablebistro.com/,(919) 904-7160,200 N Greensboro St, ,Carrboro,35.911493,-79.070971
Angelo's Pizza,pizza,5,$$,overpriced,"mushroom pizza, margharita pizza, pepperoni pizza","v. good but nothing special.  i do love the dough, sauce, and the fresh mozz","unlikely, but wouldn't be against it",http://www.angelospizzany.com,(212) 521-3600,1043 2nd Ave,Midtown,New York,40.757982,-73.966421
Angelo's Pizza,pizza,5,$$,overpriced,"mushroom pizza, margharita pizza, pepperoni pizza","v. good but nothing special.  i do love the dough, sauce, and the fresh mozz","unlikely, but wouldn't be against it",http://www.angelospizzany.com/,(212) 245-8811,1697 Broadway,San Juan Hill,New York,40.763736,-73.982824
Carnegie Delicatessen,sandwiches,5,$$,could be worse,pastrami sandwich,"good and satisfying, but i'm probly just not a meat lover.  i have nothing to compare with",maybe - probly would wanna try the Sausage Boss (pizzaiolo and cheddar stuffed brat) or Pat La Frieda patty from Daily Burger,http://www.carnegiedeli.com,(212) 757-2245,854 7th Ave,Hell's Kitchen,New York,40.76413,-73.98129
Grimaldi's,Pizza,5,$,overpriced,"extra mozz, mushrooms and sausage","sauce was a little too acidic for me, crust was crunchy and foldable, but bottom was soggy/uneven thickness at times.  cheese was best part, sausage was good, crust was good, couldn't taste mushroom",maybe for takeout,http://grimaldisnyc.com/manhattan/,(212) 255-2144,656 Avenue Of The Americas,Midtown,New York,40.741205,-73.993858
City Kitchen,American (New),5,$$,fair,smoked mozz pizza,pretty good,wouldn't be against it,http://citykitchenchapelhill.com/,(919) 928-8200,201 S Estes Dr,Ridgefield,Chapel Hill,35.926734,-79.027671
